sequence	batch	scene	relative_path	verb_key	binyan	tense	row	pronoun	text
193	1	193	details/hifagesh/example-03.mp3	hifagesh	Nifal	details	3		אִם תִּרְצִי, נִפָּגֵשׁ מָחָר.
194	1	194	details/hifagesh/example-04.mp3	hifagesh	Nifal	details	4		הִפָּגְשׁוּ בְּשָׁעָה שֶׁבַע!
195	1	195	details/hivacher/example-01.mp3	hivacher	Nifal	details	1		נִבְחַרְתִּי לַתַּפְקִיד.
196	1	196	details/hivacher/example-02.mp3	hivacher	Nifal	details	2		הוּא נִבְחָר לִהְיוֹת הַמַּנְהִיג.
197	1	197	details/hivacher/example-03.mp3	hivacher	Nifal	details	3		אִם תִּבָּחֵר, תִּהְיֶה לָךְ הַהִזְדַּמְּנוּת.
198	1	198	details/hivacher/example-04.mp3	hivacher	Nifal	details	4		הִבָּחֵר לַעֲבוֹדָה!
199	1	199	details/lehatzchik/example-01.mp3	lehatzchik	Hifil	details	1		הוּא הִצְחִיק אֶת כֻּלָּם בְּסִפּוּרָיו.
200	1	200	details/lehatzchik/example-02.mp3	lehatzchik	Hifil	details	2		הַסֶּרֶט מַצְחִיק מְאֹד.
201	1	201	details/lehatzchik/example-03.mp3	lehatzchik	Hifil	details	3		אִם תִּרְצֶה, אַצְחִיק אוֹתְךָ.
202	1	202	details/lehatzchik/example-04.mp3	lehatzchik	Hifil	details	4		הַצְחֵק אֶת הַיְלָדִים!
203	1	203	details/leheraot/example-01.mp3	leheraot	Nifal	details	1		הַבַּיִת נִרְאָה מֵרָחוֹק.
204	1	204	details/leheraot/example-02.mp3	leheraot	Nifal	details	2		הַכּוֹכָבִים נִרְאִים בַּלַּיְלָה.
205	1	205	details/leheraot/example-03.mp3	leheraot	Nifal	details	3		אֵרָאֶה בַּתְּמוּנָה.
206	1	206	details/leheraot/example-04.mp3	leheraot	Nifal	details	4		הֵרָאוּ בַּמָּקוֹם הַנָּכוֹן!
207	1	207	details/lehaf-il/example-01.mp3	lehaf'il	Hifil	details	1		הוא הִפְעִיל אֶת הַמַּכְשִׁיר.
208	1	208	details/lehaf-il/example-02.mp3	lehaf'il	Hifil	details	2		הַמְּנַהֵל מַפְעִיל אֶת הַתָּכְנִית הַחֲדָשָׁה.
209	1	209	details/lehaf-il/example-03.mp3	lehaf'il	Hifil	details	3		אַפְעִיל אֶת הַמַּעֲרֶכֶת בְּעוֹד שָׁעָה.
210	1	210	details/lehaf-il/example-04.mp3	lehaf'il	Hifil	details	4		הַפְעֵל אֶת הַמִּתְקָן!
211	1	211	details/le-amer/example-01.mp3	le'amer	Nifal	details	1		נֶאֱמַר שֶׁהוּא יָבוֹא מָחָר.
212	1	212	details/le-amer/example-02.mp3	le'amer	Nifal	details	2		הַדָּבָר נֶאֱמָר בְּבָרִיוּת.
213	1	213	details/le-amer/example-03.mp3	le'amer	Nifal	details	3		יֵאָמֵר שֶׁזֶּה לֹא יָדוּעַ.
214	1	214	details/le-amer/example-04.mp3	le'amer	Nifal	details	4		הֵאָמֵר בְּשֵׁם הַמְּנַהֵל!
215	1	215	details/leheamen/example-01.mp3	leheamen	Nifal	details	1		הוּא נֶאֱמַן לִדְבָרוֹ.
216	1	216	details/leheamen/example-02.mp3	leheamen	Nifal	details	2		הִיא נֶאֱמֶנֶת בְּעֵינֵי כֻּלָּם.
217	1	217	details/leheamen/example-03.mp3	leheamen	Nifal	details	3		אֲנַחְנוּ נֵאָמֵן לְמִשְׁפָּחָה.
218	1	218	details/leheamen/example-04.mp3	leheamen	Nifal	details	4		הֵאָמֵן לַחֲבֵרֶיךָ!
219	1	219	details/leharot/example-01.mp3	leharot	Hifil	details	1		הוּא הִרְאָה לִי אֶת הַתְּמוּנָה.
220	1	220	details/leharot/example-02.mp3	leharot	Hifil	details	2		הִיא מַרְאָה אֶת הַדֶּרֶךְ.
221	1	221	details/leharot/example-03.mp3	leharot	Hifil	details	3		אַרְאֶה לְךָ אֶת הַסֶּרֶט.
222	1	222	details/leharot/example-04.mp3	leharot	Hifil	details	4		הַרְאִי לִי אֶת הַסֵּפֶר!
223	1	223	details/lehafgish/example-01.mp3	lehafgish	Hifil	details	1		הִפְגַּשְׁתִּי אֶת הַחֲבֵרִים.
224	1	224	details/lehafgish/example-02.mp3	lehafgish	Hifil	details	2		הוּא מַפְגִּישׁ אֶת הַצְּוָתִים.
225	1	225	details/leshamesh/example-01.mp3	leshamesh	Piel	details	1		הוּא שִׁמֵּשׁ אֶת הַמֶּלֶךְ.
226	1	226	details/leshamesh/example-02.mp3	leshamesh	Piel	details	2		אֲנִי מְשַׁמֵּשׁ אֶת הַמַּכְשִׁיר.
227	1	227	details/lehachnis/example-01.mp3	lehachnis	Hifil	details	1		הִכְנַסְתִּי אֶת הַצוֹעֲנִים.
228	1	228	details/lehachnis/example-02.mp3	lehachnis	Hifil	details	2		הוּא מַכְנִיס אֶת הַחֲפָצִים.
229	1	229	details/lesader/example-01.mp3	lesader	Piel	details	1		הִיא סִדְּרָה אֶת הַחֶדֶר.
230	1	230	details/lesader/example-02.mp3	lesader	Piel	details	2		אֲנִי מְסַדֵּר אֶת הַסְּפָרִים.
231	1	231	details/lesader/example-03.mp3	lesader	Piel	details	3		נְסַדֵּר אֶת הַמִּסְמָכִים מָחָר.
232	1	232	details/lesader/example-04.mp3	lesader	Piel	details	4		סַדֵּר אֶת הַשֻּׁלְחָן!
233	1	233	details/likdom/example-01.mp3	likdom	Paal	details	1		הַשֶּׁמֶשׁ קָדְמָה לַיָּרֵחַ.
234	1	234	details/likdom/example-02.mp3	likdom	Paal	details	2		הוּא קוֹדֵם לִי בְּשָׁנָה.
235	1	235	details/likdom/example-03.mp3	likdom	Paal	details	3		אֲנִי אֶקְדֹּם אֶת הַפְּגִישָׁה.
236	1	236	details/likdom/example-04.mp3	likdom	Paal	details	4		קְדֹם לַפְּגִישָׁה!
237	1	237	details/pasek/example-01.mp3	pasek	Paal	details	1		הַגֶּשֶׁם פָּסַק פִּתְאוֹם.
238	1	238	details/pasek/example-02.mp3	pasek	Paal	details	2		הַמּוּזִיקָה פּוֹסֶקֶת כָּל לַיְלָה בְּשָׁעָה עֶשֶׂר.
239	1	239	details/pasek/example-03.mp3	pasek	Paal	details	3		אִם לֹא תִּפְסֹק, אֵצֵא מֵהַחֶדֶר.
240	1	240	details/pasek/example-04.mp3	pasek	Paal	details	4		פְּסֹק לְדַבֵּר עַכְשָׁו!
241	1	241	details/kashar/example-01.mp3	kashar	Paal	details	1		הוּא קָשַׁר אֶת הַחֶבֶל.
242	1	242	details/kashar/example-02.mp3	kashar	Paal	details	2		הִיא קוֹשֶׁרֶת אֶת הַשַּׂרְכֹת.
243	1	243	details/kashar/example-03.mp3	kashar	Paal	details	3		אֶקְשֹׁר אֶת הַכֶּלֶב לַעֵץ.
244	1	244	details/kashar/example-04.mp3	kashar	Paal	details	4		קְשֹׁר אֶת הַחֲבִילָה!
245	1	245	details/liglot/example-01.mp3	liglot	Paal	details	1		גָּלִיתִי אֶת הַסּוֹד.
246	1	246	details/liglot/example-02.mp3	liglot	Paal	details	2		הוּא גּוֹלֶה אֶת הָאֱמֶת.
247	1	247	details/liglot/example-03.mp3	liglot	Paal	details	3		אֶגְלֶה אֶת הַתְּכָנִים.
248	1	248	details/liglot/example-04.mp3	liglot	Paal	details	4		גְּלֵה אֶת הַמִּסְמָךְ!
249	1	249	details/lehazkir/example-01.mp3	lehazkir	Hifil	details	1		הִזְכַּרְתִּי לָהּ אֶת הַמּוֹעֵד.
250	1	250	details/lehazkir/example-02.mp3	lehazkir	Hifil	details	2		הוּא מַזְכִּיר אֶת הַמִּשְׂימָה.
251	1	251	details/lehazkir/example-03.mp3	lehazkir	Hifil	details	3		אַזְכִּיר לְךָ אֶת הַפְּגִישָׁה.
252	1	252	details/lehazkir/example-04.mp3	lehazkir	Hifil	details	4		הַזְכֵּר אֶת הַתָּכְנִית!
253	1	253	details/lehoshev-hifil/example-01.mp3	lehoshev_hifil	Hifil	details	1		הוּא הוֹשִׁיב אֶת הַיֶּלֶד עַל הַכִּסֵּא.
254	1	254	details/lehoshev-hifil/example-02.mp3	lehoshev_hifil	Hifil	details	2		הִיא מֵשִׁיבָה אֶת הַתַּלְמִידִים.
255	1	255	details/lehoshev-hifil/example-03.mp3	lehoshev_hifil	Hifil	details	3		אֲנִי אוֹשִׁיב אֶת הַאוֹרְחִים.
256	1	256	details/lehoshev-hifil/example-04.mp3	lehoshev_hifil	Hifil	details	4		הוֹשִׁיבוּ אֶת הַכֹּל!
257	1	257	details/leha-amid/example-01.mp3	leha'amid	Hifil	details	1		הוּא הֶעֱמִיד אֶת הַסֵּפֶר עַל הַמַּדָּף.
258	1	258	details/leha-amid/example-02.mp3	leha'amid	Hifil	details	2		הִיא מַעֲמִידָה אֶת הַכִּסֵּא.
259	1	259	details/leha-amid/example-03.mp3	leha'amid	Hifil	details	3		אֲנִי אַעֲמִיד אֶת הַמַּכְשִׁיר.
260	1	260	details/leha-amid/example-04.mp3	leha'amid	Hifil	details	4		הַעֲמִידוּ אֶת הַדַּגְלִים!
261	1	261	details/lepateach/example-01.mp3	lepateach	Piel	details	1		הוּא פִּתֵּחַ אֶת הַתּוֹכְנִית.
262	1	262	details/lepateach/example-02.mp3	lepateach	Piel	details	2		הִיא מְפַתַּחַת אֶת הַפְּרוֹיֶקְט.
263	1	263	details/lepateach/example-03.mp3	lepateach	Piel	details	3		אֲנִי אֲפַתֵּחַ אֶת הַרַעְיוֹן.
264	1	264	details/lepateach/example-04.mp3	lepateach	Piel	details	4		פַּתְּחוּ אֶת הַדַּף!
265	1	265	details/leha-alot/example-01.mp3	leha'alot	Hifil	details	1		הוּא הֶעֱלָה אֶת הַדֶּגֶל.
266	1	266	details/leha-alot/example-02.mp3	leha'alot	Hifil	details	2		הַמּוֹרֶה מַעֲלֶה אֶת הַשְּׁאֵלָה.
267	1	267	details/leha-alot/example-03.mp3	leha'alot	Hifil	details	3		אֲנִי אַעֲלֶה אֶת הַמִּזְוָדָה.
268	1	268	details/leha-alot/example-04.mp3	leha'alot	Hifil	details	4		הַעֲלוּ אֶת הַדֶּגֶל!
269	1	269	details/lehafil/example-01.mp3	lehafil	Hifil	details	1		הוּא הִפִּיל אֶת הַסֵּפֶר.
270	1	270	details/lehafil/example-02.mp3	lehafil	Hifil	details	2		הַיֶּלֶד מַפִּיל אֶת הַכַּדּוּר.
271	1	271	details/lehafil/example-03.mp3	lehafil	Hifil	details	3		אֲנִי אַפִּיל אֶת הַצַּלַּחַת.
272	1	272	details/lehafil/example-04.mp3	lehafil	Hifil	details	4		הַפִּילוּ אֶת הַכַּדּוּר!
273	1	273	details/lerakez/example-01.mp3	lerakez	Piel	details	1		הַמֶּמְשָׁלָה רִכְּזָה אֶת הַשֵׁרוּתִים.
274	1	274	details/lerakez/example-02.mp3	lerakez	Piel	details	2		הוּא מְרַכֵּז אֶת הַמַּאֲמָצִים.
275	1	275	details/lerakez/example-03.mp3	lerakez	Piel	details	3		אֲנִי אֲרַכֵּז אֶת הַמִּסְמָכִים.
276	1	276	details/lerakez/example-04.mp3	lerakez	Piel	details	4		רַכְּזוּ אֶת הַמַּאֲמָצִים!
277	1	277	details/lehatrim/example-01.mp3	lehatrim	Hifil	details	1		הוּא הִתְרִים לָאֹרְגָנִיזַצְיָה.
278	1	278	details/lehatrim/example-02.mp3	lehatrim	Hifil	details	2		הִיא מַתְרִימָה לְצְדָקָה.
279	1	279	details/lehatrim/example-03.mp3	lehatrim	Hifil	details	3		אַתְרִים לַפְּרוֹיֶקְט הַחָדָשׁ.
280	1	280	details/lehatrim/example-04.mp3	lehatrim	Hifil	details	4		הַתְרִימוּ לַמַּטָּרָה הַזּוֹ!
281	1	281	details/lispor/example-01.mp3	lispor	Paal	details	1		הוּא סָפַר אֶת הַכּוֹכָבִים.
282	1	282	details/lispor/example-02.mp3	lispor	Paal	details	2		הִיא סוֹפֶרֶת אֶת הַמִּסְפָּרִים.
283	1	283	details/lispor/example-03.mp3	lispor	Paal	details	3		אֲנִי אֶסְפֹּר אֶת הַכֶּסֶף.
284	1	284	details/lispor/example-04.mp3	lispor	Paal	details	4		סִפְרוּ אֶת הַדַּפִּים!
